Attracts,Bloom Description,Bloom Time,Common Name,Culture,Family,Flower,Formal Name,Fruit,Garden Uses,Height,Invasive,Leaf,Maintenance,Native Range,Noteworthy Characteristics,Other,Problems,Spread,Suggested Use,Sun,Tolerate,Type,Water,Zone
 Butterflies, Pale lavender, May to September, forest bell bush,NA, Acanthaceae, Showy,Mackaya bella, Showy Edible,NA, 300 to 600 feet, , Evergreen, High, Temperate southern Africa,NA, Winter Interest,NA, 300 to 600 feet, Hedge, Full sun to part shade, Deer Drought, Broadleaf evergreen, Medium, 10 to 11
 Birds, Redpink buds opening to white, February to March, laurustinus,NA, Adoxaceae, Showy,Viburnum tinus Lisarose, Showy,NA, 400 to 800 feet, , Evergreen, Medium, Temperate southern Africa,NA, Winter Interest,NA, 400 to 800 feet, Hedge, Full sun to part shade, Drought Clay Soil, Broadleaf evergreen, Medium, 8 to 10
 Butterflies, Yellow, June, crown beard,NA, Asteraceae, Showy,Verbesina helianthoides, Showy,NA, 200 to 300 feet, , Evergreen, Low, Southern and central United States,NA, Winter Interest,NA, 100 to 200 feet, Naturalize, Full sun, Drought Erosion Dry Soil ShallowRocky Soil, Herbaceous perennial, Dry to medium, 5 to 8
 Butterflies, Reddishpurple, April, Japanese maple,NA, Sapindaceae, Insignificant,Acer palmatum Murasakihime, Showy,NA, 400 to 600 feet, , Colorful Good Fall, Low, Southern and central United States,NA, Winter Interest,NA, 400 to 600 feet, Naturalize, Full sun to part shade, Rabbit Black Walnut, Deciduous shrub, Medium, 5 to 9
 Butterflies, Crimson to dull red, June to September, phygelius,NA, Scrophulariaceae, Showy,Phygelius aequalis, Showy,NA, 200 to 300 feet, , Colorful Good Fall, Medium, South Africa,NA, Winter Interest,NA, 150 to 200 feet, Annual Naturalize, Full sun to part shade, Rabbit Black Walnut, Herbaceous perennial, Medium, 7 to 9
 Birds Butterflies, Creamy white, May to June, witherod viburnum,NA, Adoxaceae, Showy Fragrant,Viburnum cassinoides SMNVCDD LIL DITTY, Showy Edible,NA, 100 to 200 feet, , Good Fall, Low, South Africa,NA, Winter Interest,NA, 100 to 200 feet, Hedge, Full sun to part shade, Rabbit Black Walnut, Deciduous shrub, Medium to wet, 3 to 8
 Butterflies, Cherry to orange red, May to June, evergreen azalea,NA, Ericaceae, Showy,Rhododendron Flame Creeper, Showy Edible,NA, 200 to 300 feet, , Evergreen, Medium, South Africa,NA, Winter Interest,NA, 200 to 300 feet, Hedge, Part shade, Rabbit, Broadleaf evergreen, Medium, 6 to 9
 Birds Butterflies, White, May, blueberry,NA, Ericaceae, Showy,Vaccinium Pink Lemonade, Showy Edible,NA, 400 to 500 feet, , Good Fall, Medium, South Africa,NA, Winter Interest,NA, 400 to 500 feet, Hedge, Full sun to part shade, Rabbit, Fruit, Medium to wet, 4 to 9
 Butterflies, Yellow, August to October, bog goldenrod,NA, Asteraceae, Showy,Solidago uliginosa, Showy Edible,NA, 200 to 500 feet, , Good Fall, Low, Eastern North America,NA, Winter Interest,NA, 200 to 400 feet, Naturalize, Full sun to part shade, Deer Wet Soil, Herbaceous perennial, Medium to wet, 4 to 8
 Hummingbirds Butterflies, Watermelon pink, April to May, evergreen azalea,NA, Ericaceae, Showy Fragrant,Rhododendron Boudoir, Showy Edible,NA, 300 to 500 feet, , Evergreen, Medium, Eastern North America,NA, Winter Interest,NA, 300 to 500 feet, Hedge, Part shade, Rabbit, Broadleaf evergreen, Medium, 5 to 8
 Hummingbirds Butterflies, Violetblue, May to September, nepeta,NA, Lamiaceae, Showy,Nepeta subsessilis, Showy Edible,NA, 150 to 200 feet, , Fragrant, Low, Japan,NA, Winter Interest,NA, 100 to 150 feet, Rain Garden, Full sun to part shade, Deer Drought Dry Soil ShallowRocky Soil, Herbaceous perennial, Medium, 4 to 8
 Hummingbirds Butterflies, Blue, July to August, northern dragonhead,NA, Lamiaceae, Showy Fragrant,Dracocephalum ruyschiana, Showy Edible,NA, 050 to 100 feet, , Fragrant, Low, Central Europe Russia Asia,NA, Winter Interest,NA, 100 to 150 feet, Rain Garden, Full sun to part shade, Deer Drought Dry Soil ShallowRocky Soil, Herbaceous perennial, Medium, 3 to 7
 Hummingbirds Butterflies, Rose purple, March to April, Chinese redbud,NA, Fabaceae, Showy Good Cut,Cercis chinensis Avondale, Showy Edible,NA, 1000 to 1200 feet, , Good Fall, Low, Central Europe Russia Asia,NA, Winter Interest,NA, 1000 to 1200 feet, Flowering Tree, Full sun to part shade, Deer Black Walnut, Tree, Medium, 6 to 9
 Birds Butterflies, Drab yellowgreen male flowers, February to March, wax myrtle,NA, Myricaceae, Fragrant Insignificant,Morella cerifera, Showy,NA, 1000 to 1500 feet, , Fragrant Evergreen, Low, North America Central America Caribbean,NA, Winter Interest,NA, 800 to 1000 feet, Hedge, Full sun to part shade, Rabbit Deer Drought Erosion Wet Soil, Broadleaf evergreen, Medium to wet, 7 to 10
 Birds Butterflies, Pink red white or yellow, Seasonal bloomer, bean,NA, Fabaceae, Showy,Phaseolus vulgaris, Showy Edible,NA, 200 to 1500 feet, , Fragrant Evergreen, Medium, Central and South America,NA, Winter Interest,NA, 200 to 300 feet, Annual Vegetable, Full sun, Rabbit Deer Drought Erosion Wet Soil, Annual, Medium, 2 to 11
 Birds Butterflies, White to rose pink, May to August, gaura,NA, Onagraceae, Showy,Gaura lindheimeri Dauphine, Showy Edible,NA, 400 to 500 feet, , Fragrant Evergreen, Medium, Central and South America,NA, Winter Interest,NA, 300 to 400 feet, Naturalize, Full sun, Rabbit Deer Drought Erosion Wet Soil, Herbaceous perennial, Medium, 5 to 9
 Birds Hummingbirds Butterflies, Deep pink, April, columnar apple,NA, Rosaceae, Showy Fragrant,Malus MAYPOLE, Showy Edible,NA, 600 to 800 feet, , Good Fall, High, Central and South America,NA, Winter Interest,NA, 150 to 200 feet, Flowering Tree, Full sun, Air Pollution, Fruit, Medium, 4 to 8
 Butterflies, Blue, May, Siberian iris,NA, Iridaceae, Showy,Iris Ego, Showy Edible,NA, 150 to 250 feet, , Good Fall, Low, Central and South America,NA, Winter Interest,NA, 150 to 200 feet, Rain Garden, Full sun to part shade, Rabbit Deer Drought Erosion Clay Soil Wet Soil, Herbaceous perennial, Medium to wet, 3 to 8
 Butterflies, Lavenderblue, May to June, wood sage,NA, Lamiaceae, Showy,Salvia  sylvestris Lye End, Showy Edible,NA, 300 to 500 feet, , Good Fall, Low, Central and South America,NA, Winter Interest,NA, 200 to 400 feet, Rain Garden, Full sun, Deer Drought Dry Soil, Herbaceous perennial, Dry to medium, 4 to 7
 Birds, Purple, April to May, green ash,NA, Oleaceae, Showy,Fraxinus pennsylvanica, Showy Edible,NA, 5000 to 7000 feet, , Good Fall, Medium, North America,NA, Winter Interest,NA, 3500 to 5000 feet, Shade Tree Street Tree, Full sun, Deer Wet Soil Air Pollution, Tree, Medium, 3 to 9
 Birds, Nonflowering, Nonflowering, scouringrush horsetail,NA, Equisetaceae, Insignificant,Equisetum hyemale, Showy Edible,NA, 200 to 400 feet, , Good Fall, Medium, Eurasia North America,NA, Winter Interest,NA, 100 to 600 feet, Water Plant Naturalize Rain Garden, Full sun to part shade, Heavy Shade, Rush or Sedge, Water Plant Naturalize Rain Garden, 4 to 9
 Birds Butterflies, Light pink to pale purple, June to July, narrowleaf coneflower,NA, Asteraceae, Showy,Echinacea angustifolia, Showy Edible,NA, 100 to 200 feet, , Good Fall, Low, Eastern United States,NA, Winter Interest,NA, 075 to 150 feet, Water Plant Naturalize Rain Garden, Full sun, Deer Drought Clay Soil Dry Soil ShallowRocky Soil, Herbaceous perennial, Dry to medium, 3 to 8
 Birds Butterflies, Pink to pinkishred, September to November, pink muhlygrass,NA, Poaceae, Showy,Muhlenbergia capillaris, Showy Edible,NA, 200 to 300 feet, , Good Fall, Low, Westerncentral United States,NA, Winter Interest,NA, 200 to 300 feet, Naturalize, Full sun to part shade, Drought Black Walnut Air Pollution, Ornamental grass, Dry to medium, 5 to 9
 Birds Butterflies, Yellow, April, jonquilla daffodil,NA, Amaryllidaceae, Showy Fragrant,Narcissus Quail, Showy Edible,NA, 100 to 150 feet, , Good Fall, Low, Westerncentral United States,NA, Winter Interest,NA, 050 to 075 feet, Naturalize, Full sun to part shade, Rabbit Deer Drought, Bulb, Medium, 4 to 9
 Birds Butterflies, Nonflowering, Nonflowering, creeping juniper,NA, Cupressaceae, Showy Fragrant,Juniperus horizontalis Glomerata, Showy Edible,NA, 025 to 050 feet, , Evergreen, Low, Westerncentral United States,NA, Winter Interest,NA, 500 to 800 feet, Ground Cover, Full sun, Deer Drought Erosion Dry Soil ShallowRocky Soil Air Pollution, Needled evergreen, Medium, 4 to 9
 Butterflies, Lavender blue, June to August, English lavender,NA, Lamiaceae, Showy Fragrant Good Cut Good Dried,Lavandula angustifolia Munstead, Showy Edible,NA, 100 to 150 feet, , Fragrant, Medium, Westerncentral United States,NA, Winter Interest,NA, 100 to 150 feet, Herb, Full sun, Rabbit Deer Drought Dry Soil ShallowRocky Soil Air Pollution, Herbaceous perennial, Dry to medium, 5 to 8
 Butterflies, Yellow with darker yellow cup, April, miscellaneous daffodil,NA, Amaryllidaceae, Showy,Narcissus Golden Quince, Showy Edible,NA, 050 to 100 feet, , Fragrant, Low, Westerncentral United States,NA, Winter Interest,NA, 050 to 075 feet, Herb, Full sun to part shade, Rabbit Deer Drought, Bulb, Medium, 3 to 8
 Birds Butterflies, Deep crimson, May to frost, hybrid rugosa rose,NA, Rosaceae, Showy Fragrant,Rosa Mrs Anthony Waterer, Showy Edible,NA, 300 to 400 feet, , Fragrant, Medium, Westerncentral United States,NA, Thorns,NA, 500 to 700 feet, Hedge, Full sun, Rabbit Deer Drought, Deciduous shrub, Medium, 3 to 8
 Hummingbirds, Greenishyellow, Rarely flowers, century plant,NA, Asparagaceae, Showy,Agave univittata Splendida, Showy Edible,NA, 050 to 100 feet, , Colorful, Low, Westerncentral United States,NA, Thorns,NA, 100 to 150 feet, Hedge, Full sun, Drought Dry Soil ShallowRocky Soil, Herbaceous perennial, Dry to medium, 8 to 10
 Hummingbirds, Greenish yellow, April, threeflowered maple,NA, Sapindaceae, Insignificant,Acer triflorum, Showy Edible,NA, 2500 to 3000 feet, , Good Fall, Low, Manchuria China North and South Korea,NA, Thorns,NA, 2500 to 3000 feet, Hedge, Full sun to part shade, Drought Dry Soil ShallowRocky Soil, Tree, Medium, 4 to 7
 Hummingbirds, Nonflowering, Nonflowering, Japanese falsecypress,NA, Cupressaceae, Insignificant,Chamaecyparis pisifera Aurea Pendula, Showy Edible,NA, 300 to 400 feet, , Colorful Evergreen, Low, Manchuria China North and South Korea,NA, Winter Interest,NA, 300 to 400 feet, Hedge, Full sun to part shade, Drought, Needled evergreen, Medium, 4 to 8
 Hummingbirds, White, April to May, boxwood,NA, Buxaceae, Fragrant Insignificant,Buxus microphylla, Showy Edible,NA, 300 to 400 feet, , Evergreen, Medium, Eurasia tropical and southern Africa Caribbean and Central America,NA, Winter Interest,NA, 200 to 400 feet, Hedge, Full sun to part shade, Rabbit Deer, Broadleaf evergreen, Medium, 6 to 9
 Hummingbirds, Yellowishwhite, April to May, Amur maple,NA, Sapindaceae, Showy Fragrant,Acer tataricum subsp ginnala, Showy Edible,NA, 1500 to 2000 feet, , Colorful Good Fall, Medium, Northeastern Asia northwestern United States,NA, Winter Interest,NA, 1500 to 2000 feet, Hedge, Full sun to part shade, Drought Clay Soil, Tree, Medium, 2 to 8
 Hummingbirds, White, Seasonal bloomer, croton,NA, Euphorbiaceae, Insignificant,Codiaeum variegatum, Showy Edible,NA, 200 to 600 feet, , Colorful Evergreen, Medium, Bolivia Ecuador,NA, Winter Interest,NA, 200 to 600 feet, Annual, Part shade, Drought Clay Soil, Broadleaf evergreen, Medium, 11 to 12
 Hummingbirds, Yellow with pink tinge, April to May, bishops hat,NA, Berberidaceae, Showy,Epimedium  cantabrigiense, Showy Edible,NA, 100 to 200 feet, , Colorful, Low, Garden origin,NA, Winter Interest,NA, 200 to 300 feet, Ground Cover Naturalize, Part shade to full shade, Rabbit Deer Drought Heavy Shade Erosion Dry Soil ShallowRocky Soil, Herbaceous perennial, Dry to medium, 4 to 9
 Butterflies, Blue, May to June, blue false indigo,NA, Fabaceae, Showy,Baptisia australis var minor, Showy,NA, 150 to 200 feet, , Colorful, Low, United States,NA, Winter Interest,NA, 150 to 200 feet, Naturalize, Full sun to part shade, Rabbit Drought Erosion Clay Soil Dry Soil ShallowRocky Soil, Herbaceous perennial, Dry to medium, 3 to 8
 Butterflies, Nonflowering, Nonflowering, arborvitae,NA, Cupressaceae, Showy,Thuja Green Giant, Showy,NA, 4000 to 6000 feet, , Evergreen, Low, United States,NA, Winter Interest,NA, 1200 to 1800 feet, Hedge, Full sun to part shade, Rabbit Drought Erosion Clay Soil Dry Soil ShallowRocky Soil, Needled evergreen, Medium, 5 to 8
 Butterflies, Yellow, June to September, shrubby cinquefoil,NA, Rosaceae, Showy,Potentilla fruticosa Fargo DAKOTA SUNSPOT, Showy,NA, 250 to 300 feet, , Evergreen, Low, United States,NA, Winter Interest,NA, 300 to 400 feet, Hedge, Full sun, Rabbit Deer Drought Erosion Clay Soil Air Pollution, Deciduous shrub, Medium, 5 to 8
 Butterflies, Purple, June to August, English lavender,NA, Lamiaceae, Showy Fragrant,Lavandula angustifolia Twickel Purple, Showy,NA, 150 to 200 feet, , Fragrant, Medium, United States,NA, Winter Interest,NA, 150 to 250 feet, Herb, Full sun, Rabbit Deer Drought Dry Soil ShallowRocky Soil Air Pollution, Herbaceous perennial, Dry to medium, 5 to 8
 Hummingbirds Butterflies, Pale pink, July to September, garden phlox,NA, Polemoniaceae, Showy Fragrant,Phlox paniculata John Fanick, Showy,NA, 200 to 300 feet, , Fragrant, Medium, United States,NA, Winter Interest,NA, 150 to 200 feet, Herb, Full sun to part shade, Deer Clay Soil Black Walnut, Herbaceous perennial, Medium, 4 to 8
 Butterflies, Pink with rosepink eye, June to August, daylily,NA, Asphodelaceae, Showy,Hemerocallis Miss Tinkerbell, Showy,NA, 100 to 150 feet, , Fragrant, Low, United States,NA, Winter Interest,NA, 100 to 200 feet, Herb, Full sun to part shade, Rabbit Erosion Air Pollution, Herbaceous perennial, Medium, 4 to 9
 Butterflies, Yellow, June to July, windmill palm,NA, Arecaceae, Showy,Trachycarpus fortunei, Showy,NA, 800 to 1000 feet, , Evergreen, High, Central and eastern China,NA, Winter Interest,NA, 400 to 600 feet, Herb, Full sun to part shade, Rabbit Erosion Air Pollution, Palm or Cycad, Medium, 7 to 10
 Butterflies, Pink, May to June, spirea,NA, Rosaceae, Showy,Spiraea fritschiana Pink Parasols, Showy,NA, 200 to 300 feet, , Good Fall, Low, Central and eastern China,NA, Winter Interest,NA, 300 to 400 feet, Hedge, Full sun, Deer Air Pollution, Deciduous shrub, Medium, 4 to 8
 Birds, White, April, callery pear,NA, Rosaceae, Showy,Pyrus calleryana Bradford, Showy,NA, 3000 to 5000 feet, , Good Fall, Medium, Central and eastern China,NA, Winter Interest,NA, 2000 to 3500 feet, Shade Tree Flowering Tree, Full sun, Drought Clay Soil Air Pollution, Tree, Dry to medium, 5 to 9
 Birds, White, June to August, American spikenard,NA, Araliaceae, Showy,Aralia racemosa, Showy,NA, 300 to 500 feet, , Good Fall, Low, North America,NA, Winter Interest,NA, 300 to 500 feet, Naturalize, Full sun to part shade, Drought, Herbaceous perennial, Medium, 3 to 8
 Birds, White, March to April, white mulberry,NA, Moraceae, Showy,Morus alba Itoguwa NUCLEAR BLAST, Showy,NA, 300 to 400 feet, , Good Fall, Medium, North America,NA, Winter Interest,NA, 300 to 400 feet, Naturalize, Full sun to part shade, Drought, Tree, Medium, 5 to 8
 Butterflies, White rays and pale yellow center discs, August to October, hairy aster,NA, Asteraceae, Showy,Symphyotrichum pilosum, Showy,NA, 200 to 400 feet, , Good Fall, Low, North America,NA, Winter Interest,NA, 200 to 400 feet, Naturalize, Full sun to part shade, Drought, Herbaceous perennial, Medium, 4 to 8
 Butterflies, White to green, May to June, Black Cloud Mirror Bush,NA, Rubiaceae, Insignificant,Coprosma Black Cloud, Showy,NA, 100 to 400 feet, , Evergreen, Medium, North America,NA, Winter Interest,NA, 200 to 300 feet, Ground Cover Hedge, Full sun to part shade, Drought, Deciduous shrub, Medium, 8 to 10
 Butterflies, Yellow, August to October, goldenrod,NA, Asteraceae, Showy,Solidago stricta, Showy,NA, 300 to 600 feet, , Evergreen, Low, Eastern and southcentral United States,NA, Winter Interest,NA, 200 to 400 feet, Naturalize, Full sun, Deer Clay Soil, Herbaceous perennial, Medium to wet, 5 to 9
 Butterflies, Creamy white streaked with raspberry, May, peony,NA, Paeoniaceae, Showy,Paeonia lactiflora Raspberry Rumba, Showy,NA, 250 to 300 feet, , Evergreen, Medium, Eastern and southcentral United States,NA, Winter Interest,NA, 200 to 250 feet, Naturalize, Full sun to part shade, Rabbit Deer, Herbaceous perennial, Medium, 3 to 8
 Birds, Tones of gold silver purple and green, July to September, tufted hair grass,NA, Poaceae, Showy,Deschampsia cespitosa, Showy,NA, 200 to 300 feet, , Evergreen, Low, Cosmopolitan,NA, Winter Interest,NA, 100 to 200 feet, Ground Cover, Part shade, Black Walnut Air Pollution, Ornamental grass, Medium, 4 to 9
 Birds, Blue acid soils Pink alkaline soils, June to August, bigleaf hydrangea,NA, Hydrangeaceae, Showy,Hydrangea macrophylla Blaumeise BLUE TITMOUSE, Showy,NA, 300 to 500 feet, , Evergreen, Medium, Cosmopolitan,NA, Winter Interest,NA, 300 to 500 feet, Ground Cover, Part shade, Black Walnut Air Pollution, Deciduous shrub, Medium, 5 to 9
 Butterflies, Yellow, June to July, stonecrop,NA, Crassulaceae, Showy,Sedum Blue Spruce, Showy,NA, 050 to 075 feet, , Evergreen, Low, Cosmopolitan,NA, Winter Interest,NA, 100 to 150 feet, Ground Cover Naturalize, Full sun, Rabbit Deer Drought Erosion Clay Soil Dry Soil, Herbaceous perennial, Dry to medium, 3 to 9
 Butterflies, Creamy white, September to October, heartleaf madeiravine,NA, Basellaceae, Showy,Anredera cordifolia, Showy,NA, 1200 to 10000 feet, , Evergreen, Medium, Southern Brazil to northern Argentina,NA, Winter Interest,NA, 1000 to 2000 feet, Naturalize, Full sun to part shade, Drought, Vine, Medium, 9 to 11
 Butterflies, White to pale lilac with heavy purple spotting, August to September, Japanese toad lily,NA, Liliaceae, Showy,Tricyrtis hirta, Showy,NA, 200 to 300 feet, , Evergreen, Low, Japan,NA, Winter Interest,NA, 150 to 200 feet, Naturalize, Part shade to full shade, Drought, Herbaceous perennial, Medium to wet, 4 to 8
 Butterflies, Orangered, April, azalea,NA, Ericaceae, Showy,Rhododendron Stewartstonian, Showy,NA, 400 to 500 feet, , Evergreen, Medium, Japan,NA, Winter Interest,NA, 400 to 500 feet, Hedge, Part shade, Rabbit, Broadleaf evergreen, Medium, 5 to 8
 Butterflies, Greenish white, June to September, greater masterwort,NA, Apiaceae, Showy Good Cut Good Dried,Astrantia Superstar, Showy,NA, 150 to 250 feet, , Evergreen, Medium, Japan,NA, Winter Interest,NA, 100 to 200 feet, Naturalize, Part shade, Wet Soil, Herbaceous perennial, Medium to wet, 4 to 7
 Hummingbirds, Pale lavender, July to August, hosta,NA, Asparagaceae, Showy Good Cut Good Dried,Hosta Wide Brim, Showy,NA, 100 to 150 feet, , Colorful, Low, Japan,NA, Winter Interest,NA, 200 to 300 feet, Naturalize, Part shade to full shade, Heavy Shade Black Walnut, Herbaceous perennial, Medium, 3 to 8
 Butterflies, Orangeyellow to orangered, April to May, azalea,NA, Ericaceae, Showy,Rhododendron flammeum, Showy,NA, 600 to 800 feet, , Colorful, Medium, Georgia South Carolina,NA, Winter Interest,NA, 600 to 800 feet, Hedge, Part shade, Rabbit, Deciduous shrub, Medium, 6 to 7
 Butterflies, Nonflowering, Nonflowering, Canadian hemlock,NA, Pinaceae, Showy,Tsuga canadensis Gentsch White, Showy,NA, 300 to 400 feet, , Colorful Evergreen, Low, Georgia South Carolina,NA, Winter Interest,NA, 300 to 400 feet, Hedge, Part shade to full shade, Deer Heavy Shade Black Walnut, Needled evergreen, Medium, 3 to 7
 Butterflies, White with red or yellow center, May, yellowhorn,NA, Sapindaceae, Showy Good Cut,Xanthoceras sorbifolium, Showy,NA, 800 to 2500 feet, , Colorful Evergreen, Low, Northern China,NA, Winter Interest,NA, 1000 to 2500 feet, Flowering Tree, Full sun, Drought, Deciduous shrub, Medium, 4 to 7
 Butterflies, Yellow, August to October, toad lily,NA, Liliaceae, Showy,Tricyrtis macrantha, Showy,NA, 100 to 150 feet, , Colorful Evergreen, Low, Japan,NA, Winter Interest,NA, 100 to 300 feet, Naturalize, Part shade to full shade, Heavy Shade Wet Soil, Herbaceous perennial, Medium to wet, 6 to 8
 Butterflies, Lavenderpink, July to August, German garlic,NA, Amaryllidaceae, Showy Fragrant Good Cut Good Dried,Allium senescens Blue Twister, Showy,NA, 100 to 150 feet, , Colorful, Low, Japan,NA, Winter Interest,NA, 075 to 100 feet, Naturalize, Full sun to part shade, Rabbit Deer, Bulb, Dry to medium, 3 to 8
 Butterflies, Yellow, April to June, yellow archangel,NA, Lamiaceae, Showy,Lamium galeobdolon subsp montanum Florentinum, Showy,NA, 100 to 200 feet, , Colorful, Low, Japan,NA, Winter Interest,NA, 150 to 200 feet, Ground Cover, Part shade to full shade, Deer Drought Heavy Shade Erosion Dry Soil ShallowRocky Soil Air Pollution, Herbaceous perennial, Dry to medium, 4 to 8
 Birds, White, May to June, heavenly bamboo,NA, Berberidaceae, Showy,Nandina domestica Monum PLUM PASSION, Showy,NA, 400 to 500 feet, , Colorful Good Fall Evergreen, Medium, Japan,NA, Winter Interest,NA, 300 to 400 feet, Naturalize, Full sun to part shade, Drought Heavy Shade, Broadleaf evergreen, Medium, 6 to 9
 Butterflies, Purplishpink, April to May, azalea,NA, Ericaceae, Showy Fragrant,Rhododendron Fanny, Showy,NA, 400 to 600 feet, , Colorful Good Fall Evergreen, Medium, Japan,NA, Winter Interest,NA, 400 to 600 feet, Hedge, Part shade, Rabbit, Deciduous shrub, Medium, 5 to 8
 Hummingbirds Butterflies, Pink with reddish blotch, May, evergreen azalea,NA, Ericaceae, Showy,Rhododendron Mrs LC Fisher, Showy,NA, 300 to 400 feet, , Evergreen, Medium, Japan,NA, Winter Interest,NA, 300 to 400 feet, Hedge, Part shade, Rabbit, Broadleaf evergreen, Medium, 6 to 9
 Hummingbirds Butterflies, Reddishpurple, April, Japanese maple,NA, Sapindaceae, Insignificant,Acer palmatum Trompenburg, Showy,NA, 1500 to 2500 feet, , Colorful Good Fall, Low, Japan,NA, Winter Interest,NA, 1000 to 1500 feet, Hedge, Full sun to part shade, Rabbit Black Walnut, Deciduous shrub, Medium, 5 to 8
 Birds Hummingbirds Butterflies, White, April, standard apple,NA, Rosaceae, Showy Fragrant,Malus Mullins STARK GOLDEN DELICIOUS, Showy Edible,NA, 1800 to 2500 feet, , Colorful Good Fall, High, Japan,NA, Winter Interest,NA, 1800 to 2500 feet, Flowering Tree, Full sun, Air Pollution, Fruit, Medium, 5 to 8
 Birds Hummingbirds Butterflies, Blue white, June to July, African lily,NA, Amaryllidaceae, Showy,Agapanthus africanus, Showy Edible,NA, 150 to 200 feet, , Evergreen, Medium, South Africa,NA, Winter Interest,NA, 150 to 200 feet, Flowering Tree, Full sun to part shade, Air Pollution, Bulb, Medium, 8 to 10
 Birds Hummingbirds Butterflies, Yellow catkins, April, willow,NA, Salicaceae, Showy,Salix nakamurana var yezoalpina, Showy Edible,NA, 075 to 100 feet, , Good Fall, Low, Japan,NA, Winter Interest,NA, 100 to 600 feet, Ground Cover Naturalize, Full sun to part shade, Deer Erosion Black Walnut, Deciduous shrub, Medium, 4 to 8
 Butterflies, Pink, June to September, seashore mallow,NA, Malvaceae, Showy,Kosteletzkya virginica, Showy Edible,NA, 300 to 400 feet, , Good Fall, Low, Eastern United States,NA, Winter Interest,NA, 200 to 300 feet, Water Plant, Full sun, Deer Erosion Black Walnut, Herbaceous perennial, Water Plant, 6 to 9
 Butterflies, Lavender to pale purple, May to June, prairie camas,NA, Asparagaceae, Showy,Camassia angusta, Showy Edible,NA, 200 to 250 feet, , Good Fall, Low, Central and southeastern United States,NA, Winter Interest,NA, 100 to 150 feet, Water Plant, Full sun to part shade, Clay Soil, Bulb, Medium, 5 to 8
 Butterflies, Red petals, January to March, witch hazel,NA, Hamamelidaceae, Showy,Hamamelis  intermedia Rubin, Showy Edible,NA, 900 to 1200 feet, , Good Fall, Low, Central and southeastern United States,NA, Winter Interest,NA, 900 to 1200 feet, Hedge, Full sun to part shade, Deer Erosion Clay Soil, Deciduous shrub, Medium, 5 to 8
 Butterflies, Green, July to August, mountain spurge,NA, Euphorbiaceae, Showy,Euphorbia marginata Kilimanjaro, Showy Edible,NA, 100 to 300 feet, , Colorful, Low, Central and southeastern United States,NA, Winter Interest,NA, 100 to 200 feet, Annual, Full sun, Rabbit Deer Drought Air Pollution, Annual, Dry to medium, 2 to 11
 Butterflies, Blue, July to August, chastetree,NA, Lamiaceae, Showy Fragrant,Vitex agnuscastus Colonial Blue, Showy Edible,NA, 300 to 1500 feet, , Fragrant, Medium, Central and southeastern United States,NA, Winter Interest,NA, 300 to 1500 feet, Annual, Full sun, Rabbit Deer Drought Air Pollution, Deciduous shrub, Medium, 6 to 8
 Butterflies, Pink to dark pink with pink to white crowns, July to August, swamp milkweed,NA, Apocynaceae, Showy Fragrant Good Cut,Asclepias incarnata Cinderella, Showy Edible,NA, 200 to 400 feet, , Fragrant, Low, Central and southeastern United States,NA, Winter Interest,NA, 100 to 300 feet, Naturalize Rain Garden, Full sun, Deer Clay Soil Wet Soil, Herbaceous perennial, Medium to wet, 3 to 8
 Hummingbirds Butterflies, Deep reddishpink, June to September, weigela,NA, Caprifoliaceae, Showy,Weigela Victoria, Showy Edible,NA, 400 to 600 feet, , Colorful, Low, Central and southeastern United States,NA, Winter Interest,NA, 400 to 600 feet, Hedge, Full sun, Clay Soil, Deciduous shrub, Medium, 4 to 8
 Hummingbirds Butterflies, Yellow and brown, Seasonal bloomer, orchid,NA, Orchidaceae, Showy Fragrant,Oncidium group, Showy Edible,NA, 050 to 1000 feet, , Evergreen, Medium, Central and southeastern United States,NA, Winter Interest,NA, 025 to 400 feet, Hedge, Part shade, Clay Soil, Orchid, Medium, 9 to 12
 Hummingbirds Butterflies, Lavenderpink, July to September, garden phlox,NA, Polemoniaceae, Showy Fragrant,Phlox paniculata Jeana, Showy Edible,NA, 200 to 400 feet, , Evergreen, Medium, Central and southeastern United States,NA, Winter Interest,NA, 150 to 300 feet, Hedge, Full sun to part shade, Deer Clay Soil Black Walnut, Herbaceous perennial, Medium, 4 to 8
 Birds, Yellow, April, hollyleaved barberry,NA, Berberidaceae, Showy Fragrant,Berberis aquifolium, Showy Edible,NA, 300 to 600 feet, , Good Fall Evergreen, Medium, Northern North America,NA, Winter Interest,NA, 200 to 500 feet, Naturalize, Part shade to full shade, Deer, Broadleaf evergreen, Medium, 5 to 8
 Birds, Yellow turnning coppery bronze, May to frost, hardy water lily,NA, Nymphaeaceae, Showy,Nymphaea Comanche, Showy Edible,NA, 025 to 050 feet, , Good Fall Evergreen, Low, Northern North America,NA, Winter Interest,NA, 500 to 600 feet, Annual Water Plant Rain Garden, Full sun to part shade, Deer, Herbaceous perennial, Annual Water Plant Rain Garden, 4 to 10
 Butterflies, White, April to May, European cranberrybush,NA, Adoxaceae, Showy,Viburnum opulus, Showy Edible,NA, 800 to 1500 feet, , Good Fall, Low, Europe northwestern Africa Asia Minor Caucusus central Asia,NA, Winter Interest,NA, 1000 to 1500 feet, Hedge, Full sun to part shade, Deer, Deciduous shrub, Medium to wet, 3 to 8
